ticket_id,user_id,fecha,canal,tiempo_primera_respuesta_min,tiempo_resolucion_hs,resuelto,tema_principal,subtema,csat_score,reapertura
CH1632,U0085,2023-12-06,chat,20,20.7,no,facturacion,factura_electronica_avanzada,2,si
CH1633,U0828,2023-09-15,chat,11,1.5,si,facturacion,errores_dian,3,no
CH1634,U0334,2023-06-29,chat,7,14.6,no,configuracion,integracion_banco,2,no
CH1635,U0891,2024-01-29,chat,11,0.9,si,facturacion,descarga_xml,4,no
CH1636,U0048,2023-02-14,chat,21,2.5,si,facturacion,descarga_xml,4,no
CH1637,U0640,2023-11-09,chat,10,1,si,pagos,fallo_cobro,4,no
CH1638,U0790,2023-01-30,chat,21,12.5,no,facturacion,emision_factura,2,si
CH1639,U0922,2023-02-08,chat,24,2.4,si,integraciones,pasarela_pago,3,no
CH1640,U1361,2023-06-12,chat,16,14.8,no,facturacion,errores_sat,2,no
CH1641,U1208,2023-05-06,chat,18,2.9,si,configuracion,plan_cuentas,3,no
CH1642,U1884,2023-09-09,chat,12,1,si,integraciones,banco,5,no
CH1643,U0610,2023-09-05,chat,16,1,si,pagos,disputa,4,no
CH1644,U0656,2023-10-02,chat,13,14.9,no,pagos,actualizacion_tarjeta,2,si
CH1645,U1290,2024-02-12,chat,14,25.8,no,reportes,balance_general,2,si
CH1646,U1804,2023-10-11,chat,20,2.1,si,reportes,flujo_caja,5,no
CH1647,U1899,2023-06-14,chat,18,26.1,no,reportes,exportar_excel,3,si
CH1648,U1935,2023-10-18,chat,18,8.8,no,configuracion,integracion_banco,1,si
CH1649,U0943,2023-06-10,chat,2,0.7,si,cuenta,reactivacion,4,no
CH1650,U0746,2024-02-16,chat,5,2.8,si,pagos,disputa,5,no
CH1651,U0252,2023-10-15,chat,18,2.4,si,pagos,fallo_cobro,3,no
CH1652,U0763,2023-10-12,chat,18,0.7,si,facturacion,factura_electronica_avanzada,4,no
CH1653,U1708,2023-03-06,chat,20,0.5,si,facturacion,errores_sat,4,no
CH1654,U1039,2023-04-20,chat,22,2.4,si,facturacion,errores_dian,3,no
CH1655,U0124,2023-07-19,chat,3,2.7,si,facturacion,emision_factura,4,no
CH1656,U1280,2024-01-29,chat,17,0.5,si,facturacion,errores_dian,3,no
CH1657,U1750,2023-07-27,chat,19,21.6,no,integraciones,pasarela_pago,2,si
CH1658,U0172,2023-10-25,chat,25,0.8,si,facturacion,descarga_xml,5,no
CH1659,U0216,2023-01-17,chat,24,1.1,si,facturacion,descarga_xml,4,no
CH1660,U1277,2024-03-01,chat,6,1,si,pagos,fallo_cobro,4,no
CH1661,U1042,2023-11-10,chat,20,2.1,si,facturacion,errores_dian,3,no
CH1662,U1988,2023-02-11,chat,16,21.7,no,reportes,exportar_excel,2,no
CH1663,U1666,2023-02-04,chat,4,1.5,si,pagos,actualizacion_tarjeta,3,no
CH1664,U1336,2023-02-04,chat,20,1.8,si,pagos,actualizacion_tarjeta,3,no
CH1665,U1398,2023-06-13,chat,11,12.7,no,facturacion,factura_electronica_avanzada,1,no
CH1666,U0195,2023-03-18,chat,13,1.6,si,cuenta,cambio_plan,5,no
CH1667,U1024,2023-04-09,chat,10,9.7,no,reportes,balance_general,2,no
CH1668,U0013,2023-08-19,chat,15,6.6,no,configuracion,integracion_banco,3,no
CH1669,U1203,2023-05-19,chat,8,2.2,si,facturacion,errores_dian,4,no
CH1670,U1853,2023-04-30,chat,21,2.1,si,integraciones,banco,3,no
CH1671,U1677,2024-02-28,chat,16,2.6,si,integraciones,api_externa,5,no
CH1672,U1061,2023-05-22,chat,12,0.6,si,facturacion,descarga_xml,5,no
CH1673,U0991,2023-07-13,chat,23,0.7,si,cuenta,reactivacion,4,no
CH1674,U1791,2023-09-06,chat,6,1.6,si,facturacion,errores_dian,4,no
CH1675,U1848,2023-05-19,chat,13,7,no,pagos,fallo_cobro,2,no
CH1676,U0609,2023-11-25,chat,6,2.6,si,pagos,disputa,3,no
CH1677,U0031,2023-08-01,chat,8,1.2,si,pagos,actualizacion_tarjeta,3,no
CH1678,U0040,2023-12-16,chat,23,0.9,si,configuracion,onboarding_general,4,no
CH1679,U0380,2024-02-20,chat,9,1.1,si,facturacion,errores_dian,5,no
CH1680,U1748,2023-08-22,chat,6,27.7,no,configuracion,plan_cuentas,1,no
CH1681,U0681,2024-02-04,chat,9,1,si,cuenta,reactivacion,4,no
CH1682,U0536,2023-11-30,chat,14,0.5,si,facturacion,errores_dian,4,no
CH1683,U1791,2023-02-26,chat,9,25.3,no,facturacion,descarga_xml,3,si
CH1684,U1492,2023-06-21,chat,6,2.5,si,pagos,disputa,5,no
CH1685,U0329,2024-01-06,chat,3,1.3,si,reportes,estado_resultados,5,no
CH1686,U1988,2023-05-24,chat,6,28,no,facturacion,factura_electronica_avanzada,2,si
CH1687,U1133,2023-06-04,chat,13,24.2,no,configuracion,datos_empresa,1,no
CH1688,U0643,2023-12-06,chat,25,1.9,si,configuracion,integracion_banco,5,no
CH1689,U0574,2023-11-24,chat,8,1.3,si,configuracion,onboarding_general,5,no
CH1690,U0146,2023-11-07,chat,20,2.2,si,facturacion,emision_factura,3,no
CH1691,U1454,2023-11-26,chat,11,1.3,si,facturacion,errores_sat,5,no
CH1692,U0799,2023-09-12,chat,17,2.6,si,reportes,estado_resultados,5,no
CH1693,U0429,2023-02-15,chat,18,1.8,si,configuracion,integracion_banco,4,no
CH1694,U0820,2023-04-28,chat,9,1,si,configuracion,datos_empresa,5,no
CH1695,U0168,2023-02-19,chat,12,0.8,si,configuracion,onboarding_general,5,no
CH1696,U1626,2023-08-26,chat,16,1.4,si,cuenta,cambio_plan,5,no
CH1697,U0234,2023-02-06,chat,23,10.3,no,facturacion,descarga_xml,2,si
CH1698,U1012,2023-07-23,chat,13,1,si,cuenta,reactivacion,5,no
CH1699,U1312,2024-02-16,chat,22,2.9,si,pagos,actualizacion_tarjeta,4,no
CH1700,U1646,2023-04-26,chat,13,1.8,si,facturacion,errores_dian,4,no
CH1701,U0337,2024-02-25,chat,20,1.3,si,reportes,flujo_caja,4,no
CH1702,U0223,2023-06-21,chat,24,0.9,si,cuenta,suspension_cuenta,3,no
CH1703,U1217,2024-02-26,chat,11,0.6,si,configuracion,integracion_banco,4,no
CH1704,U1515,2024-02-24,chat,13,1.6,si,facturacion,factura_electronica_avanzada,5,no
CH1705,U1400,2023-04-22,chat,9,1.2,si,facturacion,descarga_xml,4,no
CH1706,U1636,2023-10-24,chat,14,2.3,si,facturacion,factura_electronica_avanzada,3,no
CH1707,U0762,2023-12-11,chat,7,6.4,no,facturacion,factura_electronica_avanzada,1,si
CH1708,U1958,2023-04-20,chat,12,2.1,si,reportes,estado_resultados,3,no
CH1709,U1558,2024-01-11,chat,4,2.2,si,configuracion,integracion_banco,5,no
CH1710,U0541,2024-02-27,chat,10,1.6,si,cuenta,cambio_plan,4,no
CH1711,U0409,2023-03-09,chat,2,1.8,si,cuenta,reactivacion,5,no
CH1712,U0519,2023-05-09,chat,5,3,si,configuracion,integracion_banco,5,no
CH1713,U0169,2023-09-16,chat,24,2.2,si,integraciones,api_externa,3,no
CH1714,U1475,2023-10-20,chat,19,1.2,si,pagos,actualizacion_tarjeta,4,no
CH1715,U0159,2023-10-23,chat,4,2.6,si,reportes,exportar_excel,5,no
CH1716,U1818,2023-12-24,chat,21,1.3,si,integraciones,banco,4,no
CH1717,U0592,2023-03-28,chat,14,0.8,si,pagos,actualizacion_tarjeta,3,no
CH1718,U0608,2023-07-03,chat,4,24,no,configuracion,onboarding_general,3,si
CH1719,U1592,2023-04-22,chat,22,1.9,si,facturacion,errores_sat,4,no
CH1720,U0928,2023-12-16,chat,10,0.7,si,configuracion,datos_empresa,3,no
CH1721,U0061,2023-06-09,chat,22,26.3,no,facturacion,emision_factura,1,si
CH1722,U1973,2023-03-19,chat,19,1.1,si,reportes,flujo_caja,3,no
CH1723,U0820,2024-02-01,chat,9,1.3,si,configuracion,datos_empresa,5,no
CH1724,U0891,2023-08-12,chat,16,10.4,no,reportes,estado_resultados,3,si
CH1725,U1691,2023-12-18,chat,16,2.9,si,facturacion,emision_factura,4,no
CH1726,U0555,2023-03-18,chat,25,0.9,si,pagos,disputa,5,no
CH1727,U0574,2024-02-18,chat,19,1.7,si,cuenta,cambio_plan,3,no
CH1728,U1102,2024-01-03,chat,15,2.4,si,configuracion,onboarding_general,3,no
CH1729,U0360,2023-02-11,chat,6,1.9,si,facturacion,factura_electronica_avanzada,5,no
CH1730,U0419,2024-01-23,chat,17,1.5,si,configuracion,plan_cuentas,4,no
CH1731,U0286,2023-07-20,chat,10,2.5,si,configuracion,datos_empresa,3,no
CH1732,U1733,2023-09-23,chat,19,2.3,si,configuracion,integracion_banco,3,no
CH1733,U1716,2023-11-14,chat,18,2.3,si,cuenta,cambio_plan,4,no
CH1734,U1975,2023-01-23,chat,25,1.9,si,facturacion,emision_factura,4,no
CH1735,U0769,2023-10-21,chat,21,1.1,si,pagos,disputa,5,no
CH1736,U0722,2023-07-27,chat,25,1.6,si,configuracion,onboarding_general,5,no
CH1737,U1881,2024-01-25,chat,15,2.5,si,configuracion,onboarding_general,3,no
CH1738,U1502,2023-03-12,chat,11,2.4,si,pagos,disputa,3,no
CH1739,U0085,2023-04-27,chat,22,0.7,si,reportes,estado_resultados,3,no
CH1740,U0775,2024-01-10,chat,2,1.9,si,cuenta,cambio_plan,4,no
CH1741,U0229,2023-11-20,chat,13,2.7,si,pagos,actualizacion_tarjeta,3,no
CH1742,U1777,2024-01-14,chat,8,16.8,no,configuracion,datos_empresa,3,no
CH1743,U0163,2023-08-28,chat,4,1.3,si,pagos,fallo_cobro,4,no
CH1744,U0584,2023-07-26,chat,5,0.6,si,pagos,actualizacion_tarjeta,4,no
CH1745,U0669,2023-07-13,chat,12,1.1,si,configuracion,plan_cuentas,4,no
CH1746,U0400,2023-12-28,chat,19,0.8,si,cuenta,suspension_cuenta,5,no
CH1747,U1661,2023-03-13,chat,7,0.6,si,facturacion,errores_sat,3,no
CH1748,U0117,2023-04-29,chat,17,2.9,si,reportes,estado_resultados,3,no
CH1749,U0619,2023-11-26,chat,19,2.8,si,integraciones,api_externa,5,no
CH1750,U0095,2024-01-23,chat,4,2.4,si,pagos,disputa,3,no
CH1751,U0446,2024-01-14,chat,17,2.3,si,facturacion,emision_factura,3,no
CH1752,U0367,2023-11-04,chat,6,2.2,si,facturacion,errores_sat,3,no
CH1753,U0140,2023-04-30,chat,8,2.4,si,facturacion,descarga_xml,4,no
CH1754,U1462,2023-01-04,chat,23,1.3,si,cuenta,reactivacion,5,no
CH1755,U0608,2023-11-05,chat,22,2.9,si,cuenta,cambio_plan,3,no
CH1756,U1103,2023-03-10,chat,8,13.9,no,configuracion,onboarding_general,3,no
CH1757,U1721,2023-03-17,chat,15,0.7,si,configuracion,datos_empresa,5,no
CH1758,U1404,2023-04-22,chat,9,2.6,si,cuenta,cambio_plan,4,no
CH1759,U1531,2024-01-28,chat,8,13.7,no,facturacion,emision_factura,2,si
CH1760,U0848,2023-02-09,chat,21,1.4,si,cuenta,suspension_cuenta,5,no
CH1761,U1475,2023-06-13,chat,19,0.8,si,facturacion,descarga_xml,5,no
CH1762,U1958,2023-11-09,chat,21,2.7,si,pagos,disputa,3,no
CH1763,U0337,2023-05-01,chat,4,1.7,si,configuracion,onboarding_general,5,no
CH1764,U1386,2023-09-25,chat,20,2.1,si,facturacion,emision_factura,5,no
CH1765,U1146,2023-11-03,chat,18,2.8,si,configuracion,plan_cuentas,3,no
CH1766,U1490,2024-02-13,chat,6,2.7,si,reportes,flujo_caja,4,no
CH1767,U1517,2023-08-14,chat,18,0.6,si,reportes,exportar_excel,4,no
CH1768,U0254,2023-01-04,chat,18,8.9,no,integraciones,api_externa,2,no
CH1769,U0509,2023-09-06,chat,11,2,si,facturacion,descarga_xml,5,no
CH1770,U0680,2023-10-09,chat,10,16,no,facturacion,factura_electronica_avanzada,1,si
CH1771,U1312,2023-04-08,chat,4,0.7,si,configuracion,datos_empresa,5,no
CH1772,U1774,2023-02-17,chat,2,1.1,si,reportes,estado_resultados,3,no
CH1773,U1986,2023-06-08,chat,4,2.4,si,facturacion,errores_dian,3,no
CH1774,U0714,2023-01-24,chat,12,1.5,si,facturacion,descarga_xml,3,no
CH1775,U0868,2023-10-14,chat,11,0.7,si,configuracion,integracion_banco,4,no
CH1776,U1708,2023-12-11,chat,19,0.7,si,configuracion,integracion_banco,5,no
CH1777,U1093,2023-08-13,chat,24,7,no,pagos,actualizacion_tarjeta,1,si
CH1778,U1009,2023-07-07,chat,24,0.7,si,cuenta,cambio_plan,4,no
CH1779,U0130,2023-01-25,chat,25,2.3,si,facturacion,factura_electronica_avanzada,5,no
CH1780,U0367,2023-04-19,chat,3,0.7,si,configuracion,plan_cuentas,4,no
CH1781,U1836,2023-03-02,chat,12,25.4,no,pagos,disputa,1,si
CH1782,U0635,2023-11-08,chat,15,23.8,no,facturacion,factura_electronica_avanzada,1,no
CH1783,U0089,2023-09-17,chat,11,2,si,facturacion,emision_factura,4,no
CH1784,U1533,2023-01-08,chat,10,0.6,si,facturacion,errores_sat,3,no
CH1785,U1823,2023-09-26,chat,16,2.6,si,facturacion,errores_sat,4,no
CH1786,U0460,2023-03-24,chat,7,16.5,no,facturacion,emision_factura,1,no
CH1787,U0394,2023-06-14,chat,19,2.7,si,reportes,balance_general,3,no
CH1788,U0442,2023-09-03,chat,25,0.6,si,facturacion,errores_sat,4,no
CH1789,U1112,2023-03-13,chat,8,2.6,si,facturacion,errores_sat,4,no
CH1790,U0636,2023-12-09,chat,4,2.6,si,configuracion,datos_empresa,5,no
CH1791,U1923,2024-02-22,chat,18,1.8,si,configuracion,datos_empresa,4,no
CH1792,U0197,2023-07-14,chat,5,1.4,si,facturacion,errores_dian,5,no
CH1793,U1864,2023-02-27,chat,24,2.3,si,reportes,exportar_excel,4,no
CH1794,U1361,2023-06-11,chat,16,2.1,si,reportes,estado_resultados,3,no
CH1795,U0473,2023-01-29,chat,10,1,si,pagos,disputa,5,no
CH1796,U1726,2023-12-26,chat,12,0.7,si,facturacion,factura_electronica_avanzada,4,no
CH1797,U0484,2023-06-25,chat,2,14.3,no,reportes,exportar_excel,3,si
CH1798,U1503,2024-01-19,chat,21,1.2,si,facturacion,factura_electronica_avanzada,5,no
CH1799,U1746,2024-01-28,chat,10,1.6,si,facturacion,errores_sat,3,no
CH1800,U0361,2024-02-21,chat,21,20.7,no,configuracion,onboarding_general,2,no
