user_id,nombre_empresa,segmento,pais,plan,monto_mensual_usd,fecha_registro,fecha_ultimo_pago,estado_cuenta,metodo_pago,user_id,fecha_retiro,tipo_retiro,motivo_principal,motivo_secundario,lo_reemplaza_con,nps_salida,comentario_libre,user_id,fecha_primer_login,configuracion_empresa_completa,empleados_cargados,plan_cuentas_configurado,primer_factura_emitida,dias_primer_factura,integracion_banco_conectada,facturas_emitidas_mes1,facturas_emitidas_mes3,reportes_generados_mes3,usuarios_adicionales,modulo_nomina_activo,modulo_inventario_activo,modulo_cxc_activo,login_ultimos_30_dias,sesiones_promedio_semana
U0597,Importadora Morales,Pyme,República Dominicana,Growth,35,2022-04-10,2024-02-13,activo,transferencia,,,,,,,,,U0597,44661,no,no,no,si,1,no,32,76,9,2,no,si,no,si,3.7
U0598,Morales Flores Auditoría,Contador,Colombia,Enterprise,89,2022-09-22,2023-11-27,suspendido,PSE,,,,,,,,,U0598,44826,si,no,no,si,19,no,4,10,2,1,no,no,si,si,1
U0599,Transporte Rojas S.R.L.,Pyme,Colombia,Starter,19,2023-05-06,2024-01-11,activo,tarjeta,,,,,,,,,U0599,45052,si,si,si,si,4,no,26,57,13,1,no,no,no,si,2.5
U0600,Constructora Morales,Pyme,República Dominicana,Pro,49,2022-11-30,2024-01-05,activo,transferencia,,,,,,,,,U0600,44895,si,no,si,si,7,no,33,74,8,1,no,no,si,si,3.6
U0601,Taller Medina,Pyme,México,Growth,35,2023-05-09,2024-01-22,activo,tarjeta,,,,,,,,,U0601,45055,si,no,si,si,3,no,15,34,,1,no,no,no,si,3.6
U0602,García Medina Auditoría,Contador,México,Growth,35,2023-12-12,2024-02-12,activo,transferencia,,,,,,,,,U0602,45272,si,si,si,si,9,no,39,88,4,2,no,no,si,si,5.7
U0603,Clínica Martínez & Cía,Pyme,México,Starter,19,2022-04-10,2023-10-16,inactivo,tarjeta,,,,,,,,,U0603,44661,no,si,si,si,12,no,6,9,2,1,no,no,no,si,0.8
U0604,Vargas Hernández & Partners,Contador,República Dominicana,Growth,35,2023-05-22,2024-01-04,activo,tarjeta,,,,,,,,,U0604,45068,si,si,si,si,4,no,27,65,6,1,no,no,si,si,2.3
U0605,Pérez Rojas & Partners,Contador,Costa Rica,Starter,19,2022-05-31,2024-01-29,activo,tarjeta,,,,,,,,,U0605,44712,si,si,si,si,2,no,40,59,13,1,no,no,si,si,6.4
U0606,Repuestos Cruz del Norte,Pyme,Colombia,Pro,49,2022-11-03,2024-02-28,activo,transferencia,,,,,,,,,U0606,44868,si,si,si,si,3,no,7,11,7,3,no,no,no,si,2.5
U0607,Contabilidad Díaz & Partners,Contador,México,Pro,49,2023-06-07,2024-01-09,activo,PSE,,,,,,,,,U0607,45084,si,no,si,si,4,no,33,77,12,4,si,no,no,si,4.7
U0608,Ramos Cruz Contadores,Contador,Colombia,Pro,49,2023-01-03,2024-01-19,activo,PSE,,,,,,,,,U0608,44929,si,si,si,si,2,si,18,40,12,5,no,no,si,si,5.1
U0609,Tienda Ortiz,Pyme,México,Growth,35,2023-02-20,2024-02-04,activo,tarjeta,,,,,,,,,U0609,44977,si,no,si,si,2,no,34,47,9,2,no,si,si,si,2.1
U0610,Tienda García,Pyme,República Dominicana,Starter,19,2023-03-04,2024-02-25,activo,transferencia,,,,,,,,,U0610,44989,si,si,no,si,3,no,27,62,10,2,no,si,si,si,2.1
U0611,Supermercado Cruz Plus,Pyme,Costa Rica,Growth,35,2023-03-24,2023-03-11,cancelado,tarjeta,,,,,,,,,U0611,45009,si,no,no,si,8,no,12,25,3,2,no,si,no,si,0
U0612,Pérez Díaz Consultores,Contador,Ecuador,Pro,49,2023-04-11,2024-02-05,activo,PSE,,,,,,,,,U0612,45027,si,si,si,si,3,si,10,21,14,1,no,no,si,si,3.6
U0613,Constructora Medina,Pyme,México,Growth,35,2022-08-31,2024-01-18,activo,tarjeta,,,,,,,,,U0613,44804,si,no,si,si,3,no,40,68,0,1,no,no,no,si,2.9
U0614,García Jiménez Fiscalistas,Contador,México,Pro,49,2022-04-26,2024-02-14,activo,tarjeta,,,,,,,,,U0614,44677,si,si,si,si,3,si,24,59,12,2,no,no,si,si,5.5
U0615,Supermercado Martínez S.R.L.,Pyme,Colombia,Pro,49,2022-04-01,2024-02-10,activo,transferencia,,,,,,,,,U0615,44652,si,si,si,si,6,si,35,42,7,3,no,si,si,si,2.6
U0616,Torres Ortiz & Partners,Contador,Colombia,Starter,19,2022-12-18,2024-01-01,activo,tarjeta,,,,,,,,,U0616,44913,si,si,no,si,6,no,31,47,10,2,no,no,no,si,6.6
U0617,Jiménez Torres Contadores,Contador,México,Enterprise,89,2022-10-29,2024-01-03,activo,transferencia,,,,,,,,,U0617,44863,si,no,si,si,6,no,13,28,,1,no,no,si,si,2.5
U0618,Hernández Rojas & Asociados,Contador,Colombia,Pro,49,2023-08-16,2024-01-04,activo,transferencia,,,,,,,,,U0618,45154,si,si,si,si,10,si,39,76,7,5,no,no,si,si,4.2
U0619,Comidas Rápidas Ramírez,Pyme,Colombia,Growth,35,2022-10-12,2024-02-09,activo,tarjeta,,,,,,,,,U0619,44846,si,si,si,si,6,no,29,54,1,2,no,no,no,si,6.6
U0620,Farmacia Sánchez,Pyme,Colombia,Growth,35,2022-06-04,2024-01-24,activo,PSE,,,,,,,,,U0620,44716,si,si,si,si,5,no,37,83,10,2,no,no,no,si,5.7
U0621,Asesoría Ortiz Auditoría,Contador,Panamá,Growth,35,2022-03-28,2023-11-01,cancelado,OXXO,,,,,,,,,U0621,44648,no,si,no,no,,no,1,0,0,1,no,no,no,si,0
U0622,Morales López Contadores,Contador,Colombia,Pro,49,2023-10-15,2024-02-06,activo,transferencia,,,,,,,,,U0622,45214,si,si,si,si,4,si,33,72,1,2,no,no,si,si,5.6
U0623,Importadora Vargas,Pyme,República Dominicana,Starter,19,2023-04-21,2024-01-20,activo,tarjeta,,,,,,,,,U0623,45037,si,si,si,si,8,no,19,47,,1,no,no,no,si,4.4
U0624,Ávila Flores & Partners,Contador,México,Growth,35,2023-06-28,2023-12-22,suspendido,tarjeta,U0624,2023-07-23,involuntario,tarjeta_vencida,,ninguno,,cambió de banco y no actualizó los datos de pago,U0624,45105,no,no,si,no,,no,0,,,2,no,no,no,si,1.3
U0625,Medina Ramírez Fiscalistas,Contador,Colombia,Enterprise,89,2023-10-15,2024-02-24,activo,tarjeta,,,,,,,,,U0625,45214,si,no,si,si,10,si,26,59,9,4,si,no,no,si,1.8
U0626,Panadería Medina S.R.L.,Pyme,República Dominicana,Starter,19,2023-08-22,2024-02-19,activo,transferencia,,,,,,,,,U0626,45160,si,si,si,si,8,no,26,41,11,2,no,no,si,si,4
U0627,Ferretería Cruz,Pyme,Costa Rica,Starter,19,2023-07-15,2024-01-01,activo,PSE,,,,,,,,,U0627,45122,si,si,si,si,9,no,24,37,0,1,no,si,no,si,5.3
U0628,Distribuidora López & Cía,Pyme,México,Starter,19,2022-10-18,2024-01-03,activo,tarjeta,,,,,,,,,U0628,44852,si,si,si,si,7,no,27,58,5,2,no,no,si,si,6.6
U0629,Jiménez Hernández Auditoría,Contador,Colombia,Pro,49,2022-05-05,2024-01-08,activo,tarjeta,,,,,,,,,U0629,44686,si,si,si,si,8,si,32,57,11,6,no,no,si,si,6
U0630,Ávila Martínez Contadores,Contador,Panamá,Pro,49,2022-07-09,2023-08-04,suspendido,tarjeta,U0630,2023-11-13,involuntario,disputa_bancaria,,ninguno,,disputa bancaria en proceso,U0630,44751,no,no,no,si,15,no,4,7,1,1,no,no,no,no,1
U0631,Importadora Martínez,Pyme,Ecuador,Pro,49,2023-12-10,2023-08-22,suspendido,tarjeta,,,,,,,,,U0631,45270,no,no,si,no,,no,0,1,1,2,no,no,no,si,0.5
U0632,Distribuidora Ortiz & Hijos,Pyme,México,Enterprise,89,2022-09-22,2023-05-16,cancelado,tarjeta,U0632,2023-05-17,involuntario,disputa_bancaria,,ninguno,,transferencia rechazada dos meses consecutivos,U0632,44826,no,si,si,no,,si,1,,2,6,si,no,no,no,0
U0633,Ávila Rodríguez Auditoría,Contador,Colombia,Pro,49,2022-05-28,2024-01-28,activo,tarjeta,,,,,,,,,U0633,44709,si,si,si,si,10,si,11,20,7,1,no,no,si,si,6.7
U0634,Medina Ortiz Consultores,Contador,Colombia,Starter,19,2023-08-09,2024-02-19,activo,tarjeta,,,,,,,,,U0634,45147,si,si,si,si,5,no,37,67,10,1,no,no,si,si,5
U0635,Pérez Medina & Asociados,Contador,Colombia,Starter,19,2023-02-04,2024-02-14,activo,tarjeta,,,,,,,,,U0635,44961,si,si,no,si,3,no,26,43,9,1,no,no,no,si,6.9
U0636,Importadora Martínez S.A.,Pyme,Ecuador,Growth,35,2023-03-23,2024-02-16,activo,transferencia,,,,,,,,,U0636,45008,si,si,si,si,6,no,24,54,15,2,no,si,si,si,4
U0637,Transporte Torres,Pyme,Costa Rica,Pro,49,2022-05-05,2024-02-29,activo,OXXO,,,,,,,,,U0637,44686,si,si,no,si,10,si,13,18,2,1,si,no,si,si,6.5
U0638,Salinas Torres Contadores,Contador,Ecuador,Starter,19,2023-07-02,2023-11-27,inactivo,tarjeta,,,,,,,,,U0638,45109,no,si,si,no,,no,2,5,1,2,no,no,no,si,0.3
U0639,Distribuidora Díaz,Pyme,México,Enterprise,89,2023-11-08,2024-02-14,activo,tarjeta,,,,,,,,,U0639,45238,si,si,si,si,2,no,13,29,11,2,no,no,si,si,4.7
U0640,Ramos Ortiz Auditoría,Contador,México,Growth,35,2022-02-06,2024-02-16,activo,OXXO,,,,,,,,,U0640,44598,si,no,no,si,4,no,14,27,0,1,no,no,no,si,5.4
U0641,Ferretería López,Pyme,México,Starter,19,2023-07-01,2023-08-19,cancelado,OXXO,,,,,,,,,U0641,45108,no,no,no,si,1,no,5,10,,2,no,no,no,no,0
U0642,Supermercado Vargas,Pyme,Costa Rica,Growth,35,2022-08-05,2024-01-12,inactivo,tarjeta,U0642,2023-09-16,voluntario,soporte_deficiente,,no_sabe,,,U0642,44778,no,no,si,no,,no,0,,2,1,no,si,no,si,1.2
U0643,Repuestos Rojas,Pyme,Panamá,Starter,19,2022-05-25,2024-01-02,activo,tarjeta,,,,,,,,,U0643,44706,si,si,si,si,8,no,19,30,1,2,no,no,si,si,5.7
U0644,Asesoría Medina & Asociados,Contador,Colombia,Growth,35,2022-02-21,2023-06-25,suspendido,tarjeta,,,,,,,,,U0644,44613,no,no,si,si,1,no,12,29,4,1,no,no,si,no,0.4
U0645,Morales Reyes Fiscalistas,Contador,Colombia,Pro,49,2023-09-23,2024-02-21,activo,tarjeta,,,,,,,,,U0645,45192,si,si,si,si,2,si,24,43,4,4,no,no,no,si,5.2
U0646,Agropecuaria González,Pyme,Costa Rica,Growth,35,2022-11-26,2023-10-25,inactivo,transferencia,,,,,,,,,U0646,44891,no,si,si,no,,no,0,2,0,2,no,no,si,si,1
U0647,Repuestos Medina,Pyme,Colombia,Growth,35,2023-12-15,2024-01-11,activo,tarjeta,,,,,,,,,U0647,45275,no,no,no,si,2,no,38,53,11,1,no,si,si,si,4
U0648,Ferretería González & Cía,Pyme,República Dominicana,Growth,35,2022-06-11,2024-02-01,activo,tarjeta,,,,,,,,,U0648,44723,no,si,si,si,8,no,40,66,5,1,no,no,si,si,5
U0649,Hernández Jiménez Auditoría,Contador,Panamá,Pro,49,2023-05-03,2024-01-14,activo,tarjeta,,,,,,,,,U0649,45049,si,si,no,si,7,si,31,41,5,4,no,no,si,si,3.2
U0650,Distribuidora Torres,Pyme,Ecuador,Growth,35,2022-02-08,2024-02-15,activo,tarjeta,,,,,,,,,U0650,44600,si,si,si,si,3,no,22,42,14,2,no,no,no,si,4.8
U0651,Importadora Vargas Express,Pyme,Colombia,Starter,19,2023-06-27,2023-11-13,cancelado,tarjeta,U0651,2024-01-13,involuntario,tarjeta_vencida,,ninguno,,"tarjeta rechazada, no respondió a los intentos de contacto",U0651,45104,no,no,si,si,19,no,10,,1,2,no,si,no,no,0
U0652,Medina Ortiz Auditoría,Contador,Costa Rica,Growth,35,2022-07-18,2024-01-10,activo,transferencia,,,,,,,,,U0652,44760,si,si,si,si,6,no,22,44,14,1,no,no,si,si,6.3
U0653,Transporte Rojas Plus,Pyme,Costa Rica,Starter,19,2023-10-23,2024-01-14,activo,tarjeta,,,,,,,,,U0653,45222,si,no,si,si,5,no,17,40,1,1,no,si,no,si,6.6
U0654,Constructora Rodríguez,Pyme,Colombia,Starter,19,2023-07-05,2024-02-20,activo,tarjeta,,,,,,,,,U0654,45112,si,si,no,si,8,no,40,93,1,1,no,si,no,si,1.9
U0655,Panadería Rodríguez,Pyme,México,Growth,35,2023-03-06,2024-02-13,activo,PSE,,,,,,,,,U0655,44991,si,si,si,si,3,no,21,49,12,1,no,no,no,si,2.3
U0656,Repuestos Cruz,Pyme,Costa Rica,Pro,49,2023-01-20,2023-10-28,suspendido,tarjeta,U0656,2024-01-01,involuntario,disputa_bancaria,,ninguno,,,U0656,44946,no,no,si,si,3,si,7,,0,6,no,no,no,si,1.2
U0657,Hernández Pérez Fiscalistas,Contador,México,Growth,35,2022-05-20,2024-01-13,activo,transferencia,,,,,,,,,U0657,44701,si,no,si,si,2,no,19,35,10,1,no,no,si,si,5
U0658,Tienda Flores,Pyme,Costa Rica,Starter,19,2022-05-20,2024-01-30,activo,tarjeta,,,,,,,,,U0658,44701,si,no,si,si,4,no,16,40,8,2,no,no,si,si,5
U0659,Distribuidora Cruz Express,Pyme,Colombia,Pro,49,2023-09-19,2023-10-20,suspendido,PSE,U0659,2023-10-24,involuntario,tarjeta_vencida,,ninguno,,,U0659,45188,si,si,si,si,11,no,9,,3,1,si,no,no,si,0.3
U0660,Vargas Sánchez Consultores,Contador,Colombia,Pro,49,2023-04-19,2024-02-16,activo,tarjeta,,,,,,,,,U0660,45035,si,no,si,si,4,si,3,4,6,5,no,no,no,si,6.8
U0661,Clínica López,Pyme,México,Pro,49,2023-08-29,2023-10-21,cancelado,PSE,U0661,2023-05-14,voluntario,precio_alto,,Siigo,3,,U0661,45167,no,no,no,si,10,no,10,,1,6,no,no,si,si,0
U0662,Comidas Rápidas Rodríguez,Pyme,República Dominicana,Starter,19,2023-06-28,2024-02-21,activo,transferencia,,,,,,,,,U0662,45105,si,no,si,si,10,no,12,26,1,2,no,si,si,si,3
U0663,Panadería Martínez,Pyme,México,Starter,19,2023-02-21,2023-03-09,cancelado,tarjeta,U0663,2023-12-16,voluntario,precio_alto,integracion_faltante,Contpaqi,,,U0663,44978,no,no,no,si,19,no,9,,2,1,no,si,no,si,0
U0664,Salinas Hernández Contadores,Contador,Colombia,Pro,49,2023-08-08,2024-01-02,activo,OXXO,,,,,,,,,U0664,45146,si,no,si,si,4,si,15,23,3,2,no,no,si,si,3
U0665,Distribuidora Reyes del Norte,Pyme,República Dominicana,Starter,19,2023-04-21,2024-01-01,activo,PSE,,,,,,,,,U0665,45037,si,si,si,si,1,no,14,35,13,1,no,no,si,si,6.6
U0666,Panadería Martínez del Norte,Pyme,Colombia,Pro,49,2023-12-16,2023-10-05,cancelado,transferencia,,,,,,,,,U0666,45276,no,no,no,no,,no,0,1,1,3,si,no,no,si,0
U0667,Morales Morales & Partners,Contador,Colombia,Enterprise,89,2023-11-22,2024-01-04,activo,tarjeta,,,,,,,,,U0667,45252,si,si,no,si,6,si,34,43,8,6,no,no,no,si,6.4
U0668,Tienda Flores,Pyme,México,Growth,35,2023-12-23,2024-02-15,activo,transferencia,,,,,,,,,U0668,45283,si,si,si,si,7,no,22,28,5,2,no,si,no,si,2.8
U0669,Panadería Flores,Pyme,México,Pro,49,2023-08-18,2023-12-10,suspendido,transferencia,,,,,,,,,U0669,45156,si,no,no,si,17,no,4,9,2,3,si,no,no,no,0.5
U0670,Constructora Rodríguez,Pyme,Costa Rica,Starter,19,2022-03-06,2024-01-29,activo,tarjeta,,,,,,,,,U0670,44626,si,no,si,si,8,no,10,16,15,2,no,no,si,si,6.4
U0671,Taller Martínez,Pyme,República Dominicana,Pro,49,2023-04-08,2024-02-21,activo,transferencia,,,,,,,,,U0671,45024,si,si,no,si,9,si,11,27,13,4,no,no,si,si,1.9
U0672,Hernández Rodríguez Contadores,Contador,Colombia,Growth,35,2022-07-03,2024-01-05,activo,tarjeta,,,,,,,,,U0672,44745,si,si,si,si,7,no,18,29,0,1,no,no,si,si,6.7
U0673,Constructora Hernández,Pyme,Colombia,Starter,19,2023-10-05,2024-01-27,activo,OXXO,,,,,,,,,U0673,45204,si,si,no,si,10,no,38,78,11,2,no,si,si,si,1.9
U0674,Comidas Rápidas Jiménez Express,Pyme,Costa Rica,Starter,19,2022-07-13,2024-02-25,activo,PSE,,,,,,,,,U0674,44755,si,no,si,si,1,no,35,44,,1,no,si,si,si,3.8
U0675,Constructora Morales,Pyme,Costa Rica,Pro,49,2023-05-13,2024-02-14,activo,tarjeta,,,,,,,,,U0675,45059,no,no,si,si,9,si,38,50,,4,si,no,no,si,4.4
U0676,Importadora López,Pyme,Panamá,Starter,19,2022-09-24,2024-01-24,activo,OXXO,,,,,,,,,U0676,44828,si,si,si,si,6,no,8,15,11,1,no,si,si,si,5.1
U0677,Tienda Hernández,Pyme,Ecuador,Growth,35,2022-06-14,2024-01-19,activo,tarjeta,,,,,,,,,U0677,44726,si,si,si,si,9,no,13,22,5,1,no,no,no,si,4.2
U0678,Taller López del Norte,Pyme,Ecuador,Growth,35,2023-03-28,2024-01-12,activo,tarjeta,,,,,,,,,U0678,45013,si,si,si,si,2,no,21,37,6,2,no,no,no,si,4.3
U0679,Repuestos Ortiz Express,Pyme,México,Enterprise,89,2023-07-01,2024-02-28,activo,tarjeta,,,,,,,,,U0679,45108,si,si,no,si,9,no,28,56,,3,no,no,si,si,3.8
U0680,Hernández Ortiz Fiscalistas,Contador,Colombia,Enterprise,89,2023-07-14,2023-06-19,cancelado,transferencia,U0680,2023-04-23,voluntario,cambio_de_negocio,soporte_lento,Siigo,1,,U0680,45121,si,no,no,si,19,no,9,17,3,1,si,no,no,no,0
U0681,Medina Morales Fiscalistas,Contador,República Dominicana,Enterprise,89,2023-11-14,2024-02-06,activo,transferencia,,,,,,,,,U0681,45244,si,si,no,si,10,si,28,41,9,1,no,no,si,si,5.1
U0682,Pérez Rojas Consultores,Contador,Costa Rica,Enterprise,89,2022-05-23,2024-01-08,activo,tarjeta,,,,,,,,,U0682,44704,si,si,no,si,1,no,36,82,11,2,no,no,si,si,4.1
U0683,Repuestos Ramírez,Pyme,Colombia,Starter,19,2023-10-19,2024-02-03,activo,tarjeta,,,,,,,,,U0683,45218,si,no,si,si,7,no,34,71,,1,no,si,no,si,3.1
U0684,Transporte Rojas S.A.,Pyme,República Dominicana,Growth,35,2022-03-31,2023-07-21,cancelado,tarjeta,,,,,,,,,U0684,44651,no,no,si,si,2,no,5,12,2,1,no,si,si,no,0
U0685,Morales Díaz Fiscalistas,Contador,México,Growth,35,2023-03-14,2024-01-24,activo,tarjeta,,,,,,,,,U0685,44999,si,si,no,si,10,no,40,96,6,2,no,no,si,si,4
U0686,Hernández González Contadores,Contador,Panamá,Starter,19,2023-03-31,2024-01-27,activo,PSE,,,,,,,,,U0686,45016,si,si,si,si,2,no,28,41,6,2,no,no,no,si,2.7
U0687,Ramos Torres Auditoría,Contador,México,Enterprise,89,2022-05-23,2024-02-01,inactivo,tarjeta,,,,,,,,,U0687,44704,si,no,si,si,10,no,5,10,4,1,no,no,si,no,0.7
U0688,Ávila Ramírez Auditoría,Contador,México,Growth,35,2023-08-28,2024-01-06,activo,tarjeta,,,,,,,,,U0688,45166,si,si,si,si,5,no,29,63,4,2,no,no,si,si,3.5
U0689,Constructora Ortiz,Pyme,México,Growth,35,2022-05-21,2024-02-23,activo,tarjeta,,,,,,,,,U0689,44702,si,si,no,si,6,no,12,21,10,1,no,no,no,si,1.7
U0690,Contabilidad Hernández Fiscalistas,Contador,República Dominicana,Growth,35,2023-07-27,2024-01-15,activo,tarjeta,,,,,,,,,U0690,45134,si,si,no,si,7,no,32,57,3,1,no,no,si,si,4.4
U0691,Tienda Ortiz & Cía,Pyme,Costa Rica,Growth,35,2022-05-08,2024-02-27,activo,tarjeta,,,,,,,,,U0691,44689,si,si,no,si,9,no,13,29,0,2,no,no,no,si,4.5
U0692,Agropecuaria Cruz & Cía,Pyme,Colombia,Starter,19,2022-03-10,2024-01-24,activo,transferencia,,,,,,,,,U0692,44630,no,no,si,no,,no,2,2,8,1,no,si,si,si,2.6
U0693,Hernández González & Partners,Contador,Ecuador,Pro,49,2023-01-18,2024-02-06,activo,tarjeta,,,,,,,,,U0693,44944,no,no,si,si,9,si,21,33,,2,si,no,no,si,4.6
U0694,Clínica Díaz,Pyme,Colombia,Pro,49,2022-05-19,2024-01-04,activo,tarjeta,,,,,,,,,U0694,44700,si,si,si,si,2,no,32,48,2,1,no,no,si,si,2.1
U0695,Agropecuaria González Plus,Pyme,Costa Rica,Starter,19,2022-07-18,2024-01-12,activo,transferencia,,,,,,,,,U0695,44760,si,si,si,si,7,no,40,90,8,1,no,si,si,si,3.6
U0696,Constructora Medina,Pyme,República Dominicana,Pro,49,2022-10-05,2024-02-14,activo,tarjeta,,,,,,,,,U0696,44839,no,si,si,si,9,si,10,23,4,4,si,si,no,si,3.2
U0697,Distribuidora Pérez,Pyme,Colombia,Starter,19,2023-05-12,2024-02-28,activo,PSE,,,,,,,,,U0697,45058,si,si,si,si,4,no,21,27,1,1,no,no,no,si,1.9
U0698,Constructora Vargas Plus,Pyme,Colombia,Pro,49,2023-09-21,2024-03-01,activo,tarjeta,,,,,,,,,U0698,45190,no,si,si,no,,no,0,2,2,2,no,si,si,si,4.7
U0699,Tienda Morales S.R.L.,Pyme,México,Starter,19,2022-05-15,2023-08-19,suspendido,transferencia,,,,,,,,,U0699,44696,no,no,no,si,1,no,12,26,0,2,no,no,no,si,0.7
U0700,Tienda Hernández del Norte,Pyme,Ecuador,Starter,19,2022-11-08,2024-02-22,activo,tarjeta,,,,,,,,,U0700,44873,si,no,no,si,6,no,27,42,15,1,no,no,si,si,4.1
U0701,Importadora Ortiz S.A.,Pyme,Colombia,Starter,19,2023-12-09,2024-01-08,activo,tarjeta,,,,,,,,,U0701,45269,si,no,si,si,1,no,17,25,14,2,no,no,si,si,2.9
U0702,Ferretería Martínez,Pyme,Colombia,Growth,35,2023-08-31,2024-01-08,activo,PSE,,,,,,,,,U0702,45169,no,no,si,no,,no,1,0,5,2,no,si,no,si,6.1
U0703,Supermercado Díaz,Pyme,Colombia,Starter,19,2023-09-09,2024-02-27,activo,tarjeta,,,,,,,,,U0703,45178,no,no,si,no,,no,0,0,1,2,no,no,si,si,1.7
U0704,Importadora Rojas,Pyme,Costa Rica,Starter,19,2023-08-17,2024-01-11,activo,PSE,,,,,,,,,U0704,45155,no,si,si,si,7,no,9,13,7,2,no,si,no,si,3
U0705,Farmacia González S.R.L.,Pyme,Colombia,Growth,35,2022-01-15,2024-02-15,activo,tarjeta,,,,,,,,,U0705,44576,si,si,si,si,5,no,38,64,8,1,no,no,si,si,2.9
U0706,Agropecuaria González,Pyme,Costa Rica,Pro,49,2023-06-01,2023-12-31,inactivo,tarjeta,,,,,,,,,U0706,45078,si,no,no,si,15,si,3,7,3,2,si,no,si,no,1.2
U0707,Estudio Flores & Asociados,Contador,Colombia,Growth,35,2023-01-24,2024-02-02,activo,tarjeta,,,,,,,,,U0707,44950,si,si,si,si,2,no,10,24,2,2,no,no,si,si,7
U0708,Distribuidora Flores,Pyme,México,Growth,35,2023-01-05,2024-02-05,activo,transferencia,,,,,,,,,U0708,44931,si,no,si,si,5,no,21,33,11,2,no,no,no,si,2.8
U0709,Clínica Torres Express,Pyme,México,Growth,35,2023-12-05,2023-08-16,cancelado,tarjeta,,,,,,,,,U0709,45265,si,no,si,si,14,no,8,13,1,1,no,no,no,si,0
U0710,Supermercado Ortiz Express,Pyme,Colombia,Pro,49,2023-05-03,2023-07-08,cancelado,tarjeta,,,,,,,,,U0710,45049,no,si,si,no,,no,2,4,4,6,no,no,si,si,0
U0711,Distribuidora González,Pyme,Costa Rica,Starter,19,2022-05-27,2024-02-14,activo,transferencia,,,,,,,,,U0711,44708,si,si,si,si,2,no,32,47,9,1,no,no,si,si,5.5
U0712,Salinas Ramírez Contadores,Contador,Colombia,Pro,49,2023-02-18,2024-02-23,activo,tarjeta,,,,,,,,,U0712,44975,si,no,si,si,9,si,36,61,10,2,si,no,no,si,4.1
U0713,Jiménez Reyes Auditoría,Contador,México,Pro,49,2023-10-22,2023-07-02,cancelado,tarjeta,,,,,,,,,U0713,45221,si,no,si,si,9,si,6,9,1,4,si,no,no,si,0
U0714,Tienda García,Pyme,Colombia,Growth,35,2022-05-06,2024-02-01,activo,tarjeta,,,,,,,,,U0714,44687,si,si,no,si,4,no,23,41,,1,no,no,no,si,3.7
U0715,Farmacia Rojas Plus,Pyme,Colombia,Growth,35,2022-07-03,2024-02-13,activo,tarjeta,,,,,,,,,U0715,44745,si,si,si,si,6,no,19,33,12,2,no,no,si,si,5.1
U0716,Constructora Ramírez Plus,Pyme,República Dominicana,Pro,49,2023-04-23,2024-02-12,activo,tarjeta,,,,,,,,,U0716,45039,si,si,si,si,4,si,18,27,4,1,si,si,si,si,5.6
U0717,Morales Reyes Auditoría,Contador,México,Enterprise,89,2022-02-02,2023-03-02,cancelado,tarjeta,U0717,2023-06-08,voluntario,soporte_deficiente,integracion_faltante,Alegra_competidor_B,,,U0717,44594,si,no,no,si,2,no,12,,3,1,no,no,no,si,0
U0718,Taller Reyes,Pyme,Colombia,Growth,35,2022-11-07,2023-09-19,suspendido,tarjeta,,,,,,,,,U0718,44872,si,si,no,si,11,no,9,12,0,2,no,no,no,no,1.2
U0719,Comidas Rápidas González Express,Pyme,Costa Rica,Growth,35,2023-12-03,2024-01-31,activo,tarjeta,,,,,,,,,U0719,45263,si,si,no,si,2,no,17,20,4,1,no,no,no,si,6.8
U0720,Ferretería Medina,Pyme,México,Starter,19,2023-11-24,2024-01-19,activo,tarjeta,,,,,,,,,U0720,45254,si,si,si,si,9,no,28,51,6,1,no,no,no,si,2.9
U0721,Estudio Cruz Fiscalistas,Contador,Colombia,Pro,49,2022-01-28,2024-02-10,activo,tarjeta,,,,,,,,,U0721,44589,no,si,si,no,,si,2,3,11,6,no,no,si,si,2.2
U0722,Estudio Martínez Fiscalistas,Contador,México,Starter,19,2022-09-08,2024-02-11,activo,tarjeta,,,,,,,,,U0722,44812,no,si,si,no,,no,0,3,6,2,no,no,si,si,2.2
U0723,Constructora Cruz,Pyme,Colombia,Growth,35,2022-02-08,2024-02-25,activo,tarjeta,,,,,,,,,U0723,44600,si,si,si,si,4,no,4,6,13,1,no,si,si,si,2.8
U0724,López Ortiz & Asociados,Contador,México,Enterprise,89,2023-01-22,2024-01-21,activo,transferencia,,,,,,,,,U0724,44948,si,si,si,si,10,no,32,56,0,2,no,no,si,si,1.9
U0725,Pérez Pérez Auditoría,Contador,Colombia,Pro,49,2023-11-15,2024-02-09,activo,tarjeta,,,,,,,,,U0725,45245,si,no,no,si,6,no,37,52,12,1,no,no,si,si,2.8
U0726,Jiménez Reyes Consultores,Contador,Ecuador,Starter,19,2023-07-03,2024-01-17,activo,tarjeta,,,,,,,,,U0726,45110,si,si,si,si,6,no,13,31,10,2,no,no,si,si,2.9
U0727,Jiménez Jiménez Auditoría,Contador,Ecuador,Pro,49,2023-08-16,2024-01-22,activo,tarjeta,,,,,,,,,U0727,45154,si,si,si,si,7,si,37,65,3,1,no,no,si,si,2.7
U0728,Constructora Flores,Pyme,Colombia,Starter,19,2022-11-06,2024-01-20,activo,tarjeta,,,,,,,,,U0728,44871,no,si,si,no,,no,1,4,15,2,no,no,no,si,5.2
